name,latitude,longitude,weight
id_117,8.5473836,39.2692493,1
id_118,8.5474098,39.269181,1
id_119,8.5474762,39.2690396,1
id_120,8.5475117,39.2689195,1
id_121,8.5484156,39.2673866,1
id_122,8.5483527,39.2675374,1
id_123,8.5470319,39.2672005,1
id_124,8.5394239,39.2592763,1
id_125,8.5393447,39.2603882,1
id_126,8.5397011,39.2618981,1
id_127,8.5403988,39.2633939,1
id_128,8.5405112,39.2652295,1
id_129,8.5410173,39.2672088,1
id_130,8.5410394,39.26621,1
id_131,8.5164645,39.2481574,1
id_132,8.5776065,39.1451074,1
id_133,8.5194252,39.2750147,1
id_134,8.4521151,39.2219802,1
id_135,8.542964,39.2685828,1
id_136,8.5393205,39.2602977,1
id_137,8.5423588,39.2676605,1
id_138,8.5393413,39.2571704,1
id_139,8.5828199,39.2763738,1
id_140,8.522344,39.2612842,1
id_141,8.5223778,39.2612497,1
id_142,8.5976785,39.1265417,1
id_143,8.5779777,39.1429205,1
id_144,8.5878124,39.1257149,1
id_145,8.5816676,39.2767703,1
id_146,8.5592948,39.2633271,1
id_147,8.5493815,39.2627784,1
id_148,8.5456996,39.2664345,1
id_149,8.5469958,39.270905,1
id_150,8.5431174,39.2652319,1
id_151,8.539704,39.2551122,1
id_152,8.545647,39.2703659,1
id_153,8.5379959,39.2771852,1
id_154,8.5220156,39.275722,1
id_155,8.5005574,39.2847561,1
id_156,8.5378932,39.2696413,1
id_157,8.562973947258664,39.29057977767743,2
id_158,8.6595266,39.4298718,1
id_159,8.6613398,39.4326444,1
id_160,8.6581866,39.4286415,1
id_161,8.6600719,39.4308141,1
id_162,8.6610689,39.4322665,1
id_163,8.5565021,39.2945195,1
id_164,8.5565251,39.2945028,1
id_165,8.5737689,39.2861127,1
id_166,8.5377706,39.2939823,1
id_167,8.895091386503822,38.57888648598168,1
id_168,8.8715459,38.7889991,1
id_169,8.750535,38.9686835,1
id_170,8.9007635,38.767887,1
id_171,8.790842,38.9065581,1
id_172,8.896138,38.771286,1
id_173,8.902616,38.76719,1
id_174,8.9043255,38.766144,1
id_175,8.8701419,38.7884764,1
id_176,8.8719635,38.7927256,1
id_177,8.8945769,38.7729627,1
id_178,8.7878915,38.9105014,1
id_179,8.900826,38.767071,1
id_180,8.7667935,38.9994727,1
id_181,8.8955987,38.7734695,1
id_182,8.7507269,38.9681919,1
id_183,8.749031,38.9836571,1
id_184,8.8949573,38.7725039,1
id_185,8.8836169,38.7766527,1
id_186,8.9007797,38.7677537,1
id_187,8.894838,38.7726426,1
id_188,8.7501689,38.9696187,1
id_189,8.8717542,38.8137255,1
id_190,8.9006672,38.7599557,1
id_191,8.7462158,38.9670073,1
id_192,8.7463756,38.9670176,1
id_193,8.843448,38.8037454,1
id_194,8.8299259,38.8658375,1
id_195,8.8279567,38.8627032,1
id_196,8.8271325,38.8673956,1
id_197,8.8945232,38.7729828,1
id_198,8.8952765,38.7722342,1
id_199,8.8953577,38.7721369,1
id_200,8.7486616,38.9918473,1
id_201,8.9010442,38.7671349,1
id_202,8.8965393,38.7710111,1
id_203,8.7644336,38.9396289,1
id_204,8.7516111,38.9613661,1
id_205,8.8723956,38.8149452,1
id_206,8.7478305,38.9770333,1
id_207,8.862384,38.8003148,1
id_208,8.8987356,38.7686023,1
id_209,8.8621729,38.8003546,1
id_210,8.7926196,38.9034164,1
id_211,8.8848884,38.809952,1
id_212,8.8522736,38.8059861,1
id_213,8.8842871,38.8092143,1
id_214,8.893329,38.804293,1
id_215,8.9037605,38.7679453,1
id_216,8.8470814,38.8040572,1
id_217,8.7875379,38.9100967,1
id_218,8.7908082,38.9068218,1
id_219,8.7914053,38.9060225,1
id_220,8.7917857,38.9053787,1
id_221,8.7921657,38.9042887,1
id_222,8.7923436,38.9040551,1
id_223,8.7928847,38.9038542,1
id_224,8.7923894,38.9036145,1
id_225,8.7927015,38.9032403,1
id_226,8.8310311,38.843649,1
id_227,8.8300531,38.8438019,1
id_228,8.8803294,38.7683809,1
id_229,8.8810569,38.7703899,1
id_230,8.8810092,38.7703255,1
id_231,8.8813351,38.7695959,1
id_232,8.8310231,38.8417742,1
id_233,8.837665,38.8297337,1
id_234,8.7605472,38.9438188,1
id_235,8.7602291,38.9441246,1
id_236,8.7591528,38.9458546,1
id_237,8.7580554,38.9474103,1
id_238,8.7575199,38.9481908,1
id_239,8.7573714,38.9484349,1
id_240,8.7511417,38.9618298,1
id_241,8.7515195,38.9660664,1
id_242,8.7509137,38.966639,1
id_243,8.7511098,38.9673495,1
id_244,8.7511443,38.9671943,1
id_245,8.7506459,38.967602,1
id_246,8.7506552,38.9683489,1
id_247,8.7505903,38.9684978,1
id_248,8.7504709,38.9688345,1
id_249,8.750296,38.9693535,1
id_250,8.750231,38.9694755,1
id_251,8.75008,38.9698872,1
id_252,8.7498467,38.9704504,1
id_253,8.7493098,38.9705953,1
id_254,8.7980187,38.8977438,1
id_255,8.7481898,38.9746857,1
id_256,8.7479015,38.9776274,1
id_257,8.7490858,38.9843577,1
id_258,8.8949282,38.7735722,1
id_259,8.8719574,38.7925472,1
id_260,8.814073,38.9405895,1
id_261,8.8630409,38.8265735,1
id_262,8.9009102,38.8146572,1
id_263,8.8674972,38.7891262,1
id_264,8.83698,38.8326491,1
id_265,8.7632481,38.9761838,1
id_266,8.7624625,38.9754195,1
id_267,8.7690826,38.9806806,1
id_268,8.8595393,38.7962543,1
id_269,8.8740905,38.787558,1
id_270,8.8793268,38.7738487,1
id_271,8.8914827,38.7786531,1
id_272,8.8962375,38.7781843,1
id_273,8.7649453,38.9581643,1
id_274,8.7508121,38.9682348,1
id_275,8.7887223,38.909288,1
id_276,8.8838806,38.7764339,1
id_277,8.8708713,38.8110146,1
id_278,8.8986336,38.7687583,1
id_279,8.7508633,38.9675481,1
id_280,8.7873006,38.9104783,1
id_281,8.8864773,38.7825785,1
id_282,8.7656833,38.9375685,1
id_283,8.8727769,38.8154703,1
id_284,8.760947,38.9438868,1
id_285,8.752481,38.9551206,1
id_286,8.7507163,38.9677475,1
id_287,8.7794624,38.9953566,1
id_288,8.893088805771047,38.7801869180379,1
id_289,8.7089408,39.0190595,1
id_290,8.7831394,39.2633199,1
id_291,8.7117173,39.1457469,1
id_292,8.692972667507053,39.03292885864604,1
id_293,8.9034451,39.9186248,1
id_294,8.9034299,39.9184404,1
id_295,8.9033882,39.9182077,1
id_296,9.1285678,37.5199084,1
id_297,9.0134499,37.4493263,1
id_298,9.0111807,37.4498652,1
id_299,9.0138644,37.4491623,1
id_300,9.02281572559507,37.45041909397345,1
id_301,8.992026470726994,37.81534103233236,1
id_302,9.059266213442209,38.475358948865235,1
id_303,9.0064556,38.6818821,1
id_304,9.032998,38.7254941,1
id_305,9.0506354,38.7257655,1
id_306,9.0457306,38.7436298,1
id_307,9.057157,38.740055,1
id_308,9.0161003,38.7436838,1
id_309,8.9917686,38.7479408,1
id_310,9.0127767,38.7486874,1
id_311,9.0370124,38.7318051,1
id_312,9.0496298,38.7255989,1
id_313,9.034524,38.7439983,1
id_314,9.0347237,38.7279542,1
id_315,9.0412233,38.73048,1
id_316,8.9380687,38.7468861,1
id_317,9.033578,38.71196,1
id_318,8.931952,38.662407,1
id_319,8.9754715,38.68185,1
id_320,9.005305,38.74544,1
id_321,9.0337432,38.7393828,1
id_322,9.0096473,38.7474102,1
id_323,9.0096959,38.7474278,1
id_324,9.0099079,38.7476846,1
id_325,9.0336984,38.7261606,1
id_326,9.0359639,38.725766,1
id_327,8.9996207,38.7402914,1
id_328,9.0562288,38.7435936,1
id_329,8.9947688,38.7473938,1
id_330,9.0044707,38.7466288,1
id_331,8.912282,38.6247257,1
id_332,8.912513,38.6259939,1
id_333,8.914323,38.6333455,1
id_334,9.0126339,38.7412445,1
id_335,8.9994709,38.7191541,1
id_336,8.9975901,38.7395901,1
id_337,9.0130276,38.7345533,1
id_338,9.0078348,38.7465851,1
id_339,9.021701,38.7332294,1
id_340,9.0062075,38.7464849,1
id_341,8.9949871,38.7390686,1
id_342,9.012142,38.746739,1
id_343,9.0115262,38.7325134,1
id_344,9.0110077,38.7405672,1
id_345,9.0109308,38.7409058,1
id_346,9.0031049,38.7466914,1
id_347,9.014834,38.74479,1
id_348,9.0213343,38.7352899,1
id_349,9.0168597,38.7464444,1
id_350,9.0215277,38.7332161,1
id_351,9.0058256,38.7465116,1
id_352,9.0011868,38.7401909,1
id_353,8.9998524,38.7470694,1
id_354,8.9708116,38.7320325,1
id_355,9.0525456,38.7001086,1
id_356,9.0530545,38.697925,1
id_357,9.0609058,38.7358659,1
id_358,9.0132708,38.7303764,1
id_359,8.9479457,38.7344535,1
id_360,9.0129816,38.7379246,1
id_361,9.0160458,38.7466947,1
id_362,9.0079264,38.7466498,1
id_363,8.9744918,38.7311178,1
id_364,8.9702534,38.7230185,1
id_365,8.9704129,38.7232641,1
id_366,9.0139186,38.7444023,1
id_367,9.0103571,38.7474016,1
id_368,8.9501886,38.7196313,1
id_369,8.947612,38.7341703,1
id_370,9.027713,38.7417199,1
id_371,9.0275916,38.7415873,1
id_372,8.95,38.7190947,1
id_373,9.0674119,38.6641138,1
id_374,8.9910978,38.7075414,1
id_375,9.0125506,38.6924127,1
id_376,8.9610241,38.7149395,1
id_377,9.0108676,38.7473352,1
id_378,9.011054,38.7409072,1
id_379,9.011054,38.740554,1
id_380,9.0574862,38.7371412,1
id_381,9.0282507,38.7226843,1
id_382,9.0190748,38.7471835,1
id_383,8.9862317,38.740965,1
id_384,8.988505,38.742515,1
id_385,8.9601567,38.7138532,1
id_386,9.0297314,38.7126435,1
id_387,9.0086697,38.7449413,1
id_388,9.0336789,38.7261073,1
id_389,9.0340936,38.7279724,1
id_390,9.0313857,38.732155,1
id_391,9.031298,38.7323083,1
id_392,9.0279219,38.7329077,1
id_393,9.0279796,38.7328999,1
id_394,9.0280279,38.7328947,1
id_395,9.0278697,38.7329163,1
id_396,9.0085265,38.7447027,1
id_397,9.0089717,38.7444129,1
id_398,9.0079283,38.7465667,1
id_399,9.0331647,38.7399919,1
id_400,9.0336145,38.7283506,1
id_401,9.0110222,38.7404027,1
id_402,9.0341061,38.7346232,1
id_403,9.0336804,38.7276845,1
id_404,9.0340372,38.7271568,1
id_405,9.0164043,38.7464554,1
id_406,9.0337683,38.7318384,1
id_407,9.0596031,38.7368327,1
id_408,9.0596974,38.7364677,1
id_409,9.0595216,38.7369408,1
id_410,9.0457024,38.7475536,1
id_411,9.0518871,38.7436108,1
id_412,9.0597317,38.7367105,1
id_413,9.0331356,38.7243663,1
id_414,9.0337976,38.7142788,1
id_415,9.0338171,38.7143011,1
id_416,9.0338445,38.714308,1
id_417,9.0338748,38.7143033,1
id_418,9.0269506,38.7447389,1
id_419,9.0125358,38.7481775,1
id_420,9.0532031,38.7192885,1
id_421,8.9932,38.74373,1
id_422,8.9617773,38.7155592,1
id_423,8.9618716,38.7156003,1
id_424,9.0310322,38.7389142,1
id_425,9.0461948,38.7291544,1
id_426,8.996277,38.6819118,1
id_427,9.0664355,38.6934831,1
id_428,9.0661738,38.4934807,1
id_429,9.0657825,38.6941598,1
id_430,9.0341894,38.7457592,1
id_431,9.0340671,38.7459359,1
id_432,9.0339316,38.7460311,1
id_433,9.0338331,38.7460975,1
id_434,9.0337491,38.746233,1
id_435,9.0325168,38.7469821,1
id_436,9.0665955,38.6935125,1
id_437,8.9825541,38.6966554,1
id_438,9.0028894,38.6990122,1
id_439,9.0038716,38.740982,1
id_440,9.0118099,38.734818,1
id_441,8.9965026,38.6833317,1
id_442,9.0002372,38.6785064,1
id_443,8.9824504,38.7338987,1
id_444,8.9802672,38.7347694,1
id_445,9.0165489,38.7379385,1
id_446,9.0646891,38.691921,1
id_447,8.9613739,38.7144192,1
id_448,8.961482,38.714885,1
id_449,9.0043059,38.6724507,1
id_450,9.042156,38.7150942,1
id_451,9.0419923,38.7151858,1
id_452,9.0411889,38.7151163,1
id_453,9.0400566,38.7157963,1
id_454,8.9578863,38.6712731,1
id_455,8.9579238,38.6711752,1
id_456,9.0256439,38.738737,1
id_457,9.0539312,38.6992055,1
id_458,8.949614,38.7444147,1
id_459,8.9909256,38.7401499,1
id_460,9.052609,38.7363164,1
id_461,8.9679511,38.7210431,1
id_462,8.9441274,38.7376646,1
id_463,8.9840961,38.6962283,1
id_464,9.0037724,38.6945699,1
id_465,9.0038661,38.6939454,1
id_466,9.0035862,38.6949888,1
id_467,9.0040577,38.6972784,1
id_468,9.0044534,38.6830688,1
id_469,9.003929,38.6919042,1
id_470,9.0039374,38.6921133,1
id_471,9.0481896,38.7411955,1
id_472,8.9824148,38.7337771,1
id_473,9.0370216,38.7485458,1
id_474,9.0462444,38.7327077,1
id_475,9.0460815,38.7426628,1
id_476,9.0485472,38.7379256,1
id_477,8.9661967,38.7484842,1
id_478,8.9376925,38.736151,1
id_479,8.939189,38.7483592,1
id_480,9.1145218,38.7238366,1
id_481,9.0134475,38.7485653,1
id_482,8.9995077,38.7402368,1
id_483,9.0679522,38.734587,1
id_484,9.1160142,38.7281047,1
id_485,9.0438621,38.6990721,1
id_486,9.0437984,38.6990682,1
id_487,9.0550229,38.693924,1
id_488,8.9334247,38.6638719,1
id_489,8.9796677,38.684837,1
id_490,8.9900685,38.7248583,1
id_491,8.9460868,38.7462658,1
id_492,8.9468362,38.7466281,1
id_493,9.0205493,38.7351991,1
id_494,9.0179602,38.7381661,1
id_495,9.0058444,38.7449258,1
id_496,8.9669032,38.7247797,1
id_497,9.0024304,38.6985781,1
id_498,8.9873171,38.7363831,1
id_499,9.0110012,38.7470619,1
id_500,9.0024888,38.7422894,1
id_501,9.0198522,38.6945685,1
id_502,9.0479234,38.7414465,1
id_503,9.0686945,38.666376,1
id_504,9.0372017,38.7218682,1
id_505,9.0589377,38.7126719,1
id_506,9.0679684,38.6911651,1
id_507,8.9469396,38.744406,1
id_508,9.02933,38.7367334,1
id_509,8.9819457,38.6911212,1
id_510,8.9822622,38.7332178,1
id_511,8.999534,38.747115,1
id_512,8.9696875,38.7229464,1
id_513,8.9531269,38.6962219,1
id_514,8.9622534,38.716283,1
id_515,8.9620017,38.7160094,1
id_516,8.9609361,38.7152168,1
id_517,8.9611378,38.7152155,1
id_518,8.9608949,38.714437,1
id_519,8.9583653,38.7123214,1
id_520,8.9587587,38.7117876,1
id_521,8.947991,38.7180211,1
id_522,8.9482832,38.7445622,1
id_523,8.9471233,38.7432352,1
id_524,8.9470783,38.7427296,1
id_525,8.9467007,38.7384675,1
id_526,8.9407484,38.7347607,1
id_527,8.931417,38.7336188,1
id_528,9.0121168,38.746419,1
id_529,9.0236124,38.7436107,1
id_530,9.0252349,38.7390362,1
id_531,9.025276,38.7391019,1
id_532,9.0269965,38.7398905,1
id_533,9.0270316,38.7399461,1
id_534,9.027068,38.7399991,1
id_535,8.9235731,38.7346186,1
id_536,9.0118453,38.7203734,1
id_537,9.0186852,38.7462553,1
id_538,8.9649042,38.7326522,1
id_539,8.9760081,38.7482906,1
id_540,8.9282296,38.7415907,1
id_541,8.9330599,38.7432577,1
id_542,8.9304392,38.7428186,1
id_543,8.931587,38.7427947,1
id_544,8.9395124,38.7487678,1
id_545,8.9326101,38.7437388,1
id_546,8.9319902,38.7429049,1
id_547,8.9330864,38.7435408,1
id_548,8.9318489,38.7428568,1
id_549,8.930315,38.7427664,1
id_550,8.9952922,38.7370337,1
id_551,9.0027534,38.7157361,1
id_552,8.982007,38.7151543,1
id_553,9.0621307,38.7224332,1
id_554,9.0584781,38.7118801,1
id_555,9.0575904,38.7133115,1
id_556,8.9849079,38.7418516,1
id_557,8.9850754,38.7405365,1
id_558,9.0479759,38.7412787,1
id_559,9.0495006,38.7251319,1
id_560,9.0546447,38.7181504,1
id_561,9.0532938,38.7197313,1
id_562,8.9463647,38.7387493,1
id_563,9.0499663,38.7246139,1
id_564,9.0480471,38.7212162,1
id_565,9.071303,38.6886824,1
id_566,9.0653785,38.6922865,1
id_567,8.986262,38.7246126,1
id_568,9.0342386,38.7445985,1
id_569,9.004048,38.6908114,1
id_570,9.0040468,38.6908686,1
id_571,9.0039433,38.692097,1
id_572,9.0080822,38.7432305,1
id_573,9.0584943,38.4914439,1
id_574,8.9653431,38.7327013,1
id_575,8.9987623,38.7396588,1
id_576,9.0221234,38.7476881,1
id_577,9.0078701,38.743604,1
id_578,9.0078505,38.7435924,1
id_579,9.0163806,38.7457415,1
id_580,9.0168122,38.7444141,1
id_581,9.0168781,38.7444092,1
id_582,8.9755412,38.7456191,1
id_583,9.0313602,38.7466728,1
id_584,8.9824018,38.7359847,1
id_585,8.9899432,38.7379215,1
id_586,9.0686919,38.6665815,1
id_587,9.0375208,38.7209861,1
id_588,9.0596055,38.718756,1
id_589,8.9758176,38.679869,1
id_590,8.9824292,38.6960834,1
id_591,8.9805107,38.6875853,1
id_592,8.9822834,38.6947624,1
id_593,9.0005155,38.6781522,1
id_594,8.9758082,38.6798811,1
id_595,8.9494395,38.7228803,1
id_596,9.0464596,38.7308252,1
id_597,8.9737701,38.7090933,1
id_598,9.0572008,38.7404636,1
id_599,9.0572316,38.5044236,1
id_600,9.0597396,38.5051906,1
id_601,8.9969386,38.7441989,1
id_602,9.0478123,38.7463995,1
id_603,8.9482139,38.7363375,1
id_604,9.0118515,38.7398606,1
id_605,9.0207753,38.7484495,1
id_606,9.0118881,38.7386679,1
id_607,8.9518277,38.6813842,1
id_608,8.9517946,38.6813318,1
id_609,9.0517602,38.7290757,1
id_610,9.0307882,38.7427866,1
id_611,9.0335569,38.7254506,1
id_612,9.0337997,38.7237227,1
id_613,8.9911712,38.7382751,1
id_614,8.9710327,38.7315869,1
id_615,8.9710492,38.7315941,1
id_616,9.0466828,38.7308027,1
id_617,9.04783,38.7280864,1
id_618,9.0493086,38.7258402,1
id_619,9.0109445,38.7408292,1
id_620,9.0334913,38.7238553,1
id_621,9.0415941,38.7133785,1
id_622,9.0480426,38.7421918,1
id_623,9.0478352,38.7305747,1
id_624,8.9406445,38.7346235,1
id_625,8.9138389,38.6255359,1
id_626,9.0037819,38.7322551,1
id_627,9.0045033,38.737961,1
id_628,9.0083541,38.744036,1
id_629,9.0158914,38.7375933,1
id_630,9.0154637,38.7381816,1
id_631,9.0365588,38.7135073,1
id_632,8.9987434,38.7162809,1
id_633,8.9645534,38.7192553,1
id_634,9.047971,38.721349,1
id_635,9.0531274,38.7427783,1
id_636,8.9598784,38.7475802,1
id_637,8.9444774,38.7458433,1
id_638,8.9456113,38.7416677,1
id_639,9.0035779,38.6935989,1
id_640,8.9483115,38.74465,1
id_641,8.947117,38.7444026,1
id_642,9.0416874,38.6983113,1
id_643,8.9619786,38.7169726,1
id_644,8.9957636,38.7086988,1
id_645,8.9960434,38.7083975,1
id_646,8.9828207,38.6987931,1
id_647,9.0481687,38.7211996,1
id_648,9.0024489,38.6988449,1
id_649,9.0027584,38.6981396,1
id_650,8.9948015,38.7300161,1
id_651,8.9403663,38.7352909,1
id_652,8.9471704,38.7445023,1
id_653,8.9730258,38.7307222,1
id_654,8.9278989,38.7350187,1
id_655,8.919651,38.7325554,1
id_656,9.0503397,38.7239494,1
id_657,9.0166127,38.7188298,1
id_658,8.9493194,38.7219775,1
id_659,9.0155692,38.7366391,1
id_660,9.0127426,38.720491,1
id_661,9.0314524,38.7342857,1
id_662,8.9491954,38.7246018,1
id_663,9.0322954,38.7387477,1
id_664,9.004207,38.6826854,1
id_665,9.0421252,38.7135872,1
id_666,8.990328,38.7410353,1
id_667,8.9931678,38.7275681,1
id_668,9.0137753,38.7376067,1
id_669,8.9498973,38.7445148,1
id_670,8.9509599,38.6887283,1
id_671,9.0126361,38.7486596,1
id_672,9.0317187,38.7379894,1
id_673,8.9996094,38.7401269,1
id_674,8.9514983,38.6870996,1
id_675,8.9489227,38.7238018,1
id_676,9.0316119,38.7362522,1
id_677,9.0165758,38.7386314,1
id_678,9.0331118,38.7324637,1
id_679,8.9300128,38.7424022,1
id_680,9.0314275,38.7346653,1
id_681,9.054097,38.7187599,1
id_682,9.0045297,38.6816046,1
id_683,8.9526827,38.7447674,1
id_684,8.9822957,38.696949,1
id_685,9.0386731,38.7423479,1
id_686,9.0493038,38.7398752,1
id_687,9.0320295,38.7237308,1
id_688,9.0332722,38.7077105,1
id_689,9.0659568,38.7133595,1
id_690,8.9694962,38.7310324,1
id_691,8.9692389,38.7311474,1
id_692,9.0451307,38.7444606,1
id_693,9.0123279,38.747734,1
id_694,8.9881832,38.7231956,1
id_695,9.0456348,38.7273619,1
id_696,8.939294771767548,38.73301246160839,1
id_697,8.9944064,38.7902098,1
id_698,9.0114105,38.7621296,1
id_699,8.9866281,38.7492433,1
id_700,8.9486058,38.7648997,1
id_701,9.0114074,38.7621792,1
id_702,9.0034478,38.7679931,1
id_703,9.0143122,38.7517682,1
id_704,9.001855,38.766296,1
id_705,9.01314,38.7742082,1
id_706,9.016108,38.77175,1
id_707,8.980879,38.754852,1
id_708,8.9865314,38.7489908,1
id_709,9.0050348,38.7518334,1
id_710,8.9900743,38.7606943,1
id_711,8.9741654,38.7606411,1
id_712,8.9870836,38.7488699,1
id_713,8.9883932,38.7883504,1
id_714,9.0310545,38.754817,1
id_715,9.0338394,38.7635447,1
id_716,9.0121171,38.7811291,1
id_717,9.0245464,38.795607,1
id_718,9.0331819,38.7630255,1
id_719,9.0168438,38.7666261,1
id_720,9.004541,38.7676708,1
id_721,9.0050934,38.7673909,1
id_722,8.9968012,38.8080335,1
id_723,9.031804,38.754982,1
id_724,8.9806361,38.7493322,1
id_725,8.9826921,38.7645824,1
id_726,8.9904769,38.7907386,1
id_727,8.9927524,38.7832552,1
id_728,9.0038227,38.8130156,1
id_729,8.9889863,38.7536405,1
id_730,8.9875207,38.7515614,1
id_731,8.9925827,38.7663532,1
id_732,8.9889968,38.7521291,1
id_733,8.9880761,38.7516537,1
id_734,9.0039244,38.7575698,1
id_735,9.0044329,38.7525994,1
id_736,8.9092886,38.764916,1
id_737,8.995735,38.75419,1
id_738,9.0111152,38.7488948,1
id_739,9.0145289,38.7506681,1
id_740,9.012625,38.7504567,1
id_741,9.0143011,38.7518832,1
id_742,8.923672,38.76477,1
id_743,8.954224,38.76338,1
id_744,8.952206,38.76306,1
id_745,8.955301,38.76347,1
id_746,8.913503,38.762833,1
id_747,9.009209,38.7637997,1
id_748,8.9906527,38.7731608,1
id_749,8.9949719,38.7664057,1
id_750,8.9883831,38.7918562,1
id_751,9.0012773,38.8015018,1
id_752,9.021455,38.8358354,1
id_753,9.0089624,38.7648281,1
id_754,9.0152977,38.7554049,1
id_755,9.0383225,38.8313936,1
id_756,8.9632763,38.7631235,1
id_757,8.9899584,38.7573742,1
id_758,8.9942877,38.753623,1
id_759,9.0091785,38.7737056,1
id_760,9.0067888,38.7766069,1
id_761,9.026577,38.7563791,1
id_762,9.0052635,38.7726463,1
id_763,8.9965187,38.7780476,1
id_764,9.0072684,38.7763016,1
id_765,8.9986095,38.7715081,1
id_766,9.0133372,38.7741564,1
id_767,9.0075888,38.7654478,1
id_768,9.0117958,38.7507229,1
id_769,9.0117935,38.7506434,1
id_770,9.0077472,38.7652912,1
id_771,9.0144696,38.7523544,1
id_772,9.0030026,38.758328,1
id_773,9.0148331,38.756256,1
id_774,9.016795,38.7649191,1
id_775,9.0148302,38.7642867,1
id_776,9.0099092,38.7709897,1
id_777,8.9846808,38.7593227,1
id_778,8.9814378,38.7636345,1
id_779,9.0052333,38.7672751,1
id_780,8.9820586,38.7562402,1
id_781,9.0112273,38.7757287,1
